date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:47	234/234	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Mar%202021%2010:11:47%20GMT	https://preview.colorlib.com/robots.txt		(from )
14:11:47	17071/17071	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202019%2012:33:23%20GMT	https://preview.colorlib.com/theme/breed2/	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/index.html	(from )
14:11:47	1065/1065	---M--	200	added ('OK')	image/png	etag:%22429-583a88fceea80%22	https://preview.colorlib.com/theme/breed2/img/favicon.png	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/img/favicon.png	(from https://preview.colorlib.com/theme/breed2/)
14:11:47	141133/141133	---MCZ	200	added ('OK')	text/css	etag:W/%222ccb9-583a88c4aa5c0-gzip%22	https://preview.colorlib.com/theme/breed2/css/bootstrap.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/css/bootstrap.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:48	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%222098-583a8b1f633c0-gzip%22	https://preview.colorlib.com/theme/breed2/vendors/linericon/style.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/vendors/linericon/style.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:48	13862/13862	---MCZ	200	added ('OK')	text/css	etag:W/%224042-583a88cb57580-gzip%22	https://preview.colorlib.com/theme/breed2/css/themify-icons.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/css/themify-icons.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:48	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%223f5-583a8b251c140-gzip%22	https://preview.colorlib.com/theme/breed2/vendors/owl-carousel/owl.theme.default.min.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/vendors/owl-carousel/owl.theme.default.min.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:48	53592/53592	---M-Z	200	added ('OK')	text/css	etag:%22d158-583a8bf8d34c0-gzip%22	https://preview.colorlib.com/theme/breed2/vendors/fontawesome/css/all.min.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/vendors/fontawesome/css/all.min.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:48	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%22b78-583a8b2427f00-gzip%22	https://preview.colorlib.com/theme/breed2/vendors/owl-carousel/owl.carousel.min.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/vendors/owl-carousel/owl.carousel.min.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:49	3076/3076	---MCZ	200	added ('OK')	text/css	etag:W/%22fa7-583a8c47faf80-gzip%22	https://preview.colorlib.com/theme/breed2/vendors/nice-select/css/nice-select.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/vendors/nice-select/css/nice-select.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:49	58289/58289	---MCZ	200	added ('OK')	text/css	etag:W/%22e77b-583a88c87aec0-gzip%22	https://preview.colorlib.com/theme/breed2/css/style.css	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/css/style.css	(from https://preview.colorlib.com/theme/breed2/)
14:11:49	17072/17072	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202019%2012:33:23%20GMT	https://preview.colorlib.com/theme/breed2/index.html	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/index-2.html	(from https://preview.colorlib.com/theme/breed2/)
14:11:49	1710/1710	---M--	200	added ('OK')	image/png	etag:%22718-583a88fde2cc0%22	https://preview.colorlib.com/theme/breed2/img/logo.png	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/img/logo.png	(from https://preview.colorlib.com/theme/breed2/)
14:11:50	1529/1529	---M--	200	added ('OK')	image/png	etag:%22794-583a88fde2cc0%22	https://preview.colorlib.com/theme/breed2/img/logo2.png	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/img/logo2.png	(from https://preview.colorlib.com/theme/breed2/)
14:11:50	10091/10091	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202019%2012:33:22%20GMT	https://preview.colorlib.com/theme/breed2/about.html	C:/Users/axmed/OneDrive/Desktop/Breeed/Breed/preview.colorlib.com/theme/breed2/about.html	(from https://preview.colorlib.com/theme/breed2/)
